id,question,option_a,option_b,option_c,correct,category,aspect,mode,difficulty,created_at,last_used_at,use_count,hash
205,Které muzeum je nejnavštěvovanějším na světě?,Metropolitan Museum of Art,Louvre,Britské muzeum,1,,,adult,normal,2025-12-28 08:18:41,,0,rhtl7i
206,Kdy byl vynalezen první praktický mikroprocesor?,1970,1971,1978,1,,,adult,normal,2025-12-28 08:20:03,,0,erzfuw
207,Kdo získal nejvíce cen Grammy jako sólový umělec?,Taylor Swift,Beyoncé,Kanye West,1,,,adult,normal,2025-12-28 08:20:03,,0,-ihcnlw
210,Na kterém okruhu se koná závod Formule 1 v Monze?,Silverstone Circuit,Monza Circuit,Spa-Francorchamps,1,,,adult,normal,2025-12-28 08:20:03,,0,fuwo22
211,Jaká země sdílí nejdelší hranici se Spojenými státy?,Mexiko,Brazílie,Kanada,2,,,adult,normal,2025-12-28 08:20:03,,0,rk5q4k
212,Který národní tým vyhrál nejvíce titulů mistra světa ve fotbale?,Německo,Itálie,Brazílie,2,,,adult,normal,2025-12-28 08:20:03,,0,rvricf
213,Kdo byl známým mecenášem umění v Itálii?,Lorenzo de' Medici,Piero de' Medici,Giovanni de' Medici,0,,,adult,normal,2025-12-28 08:20:03,,0,-qkomdm
214,Jaký je největší savec na souši?,Slon,Hroch,Býk,0,,,adult,normal,2025-12-28 08:20:03,,0,-o7wfbp
215,Který umělecký směr je charakteristický pro použití světla a barev?,Impresionismus,Kubismus,Expressionismus,0,,,adult,normal,2025-12-28 08:20:03,,0,-gb72oe
218,Jaký je název symbiotického vztahu mezi korály a řasami?,Komensalismus,Mutualismus,Parazitismus,1,,,adult,normal,2025-12-28 08:21:28,,0,dlp0p1
219,Kdo vynalezl světlušku?,Thomas Edison,Nikola Tesla,Hiram Maxim,0,,,adult,normal,2025-12-28 08:21:28,,0,-m18d7s
221,Kdo napsal knihu Harry Potter?,Philip Pullman,J.K. Rowling,C.S. Lewis,1,,,adult,normal,2025-12-28 08:21:28,,0,-1b5n3b
222,Jaké nakladatelství vydalo knihu Pána prstenů?,Penguin Books,HarperCollins,Allen & Unwin,2,,,adult,normal,2025-12-28 08:21:28,,0,-mrdrdf
223,Kdo způsobil skandál na MTV Video Music Awards?,Lady Gaga,Kanye West,Miley Cyrus,1,,,adult,normal,2025-12-28 08:21:28,,0,-x2vfps
225,Kdy se konal první Woodstock?,1968,1969,1970,1,,,adult,normal,2025-12-28 08:21:28,,0,-1zrb0g
226,Kdo provedl největší akvizici v historii?,AOL,Vodafone,Microsoft,1,,,adult,normal,2025-12-28 08:21:28,,0,-xxxsza
227,Kdo napsal báseň Jabberwocky?,William Shakespeare,John Keats,Lewis Carroll,2,,,adult,normal,2025-12-28 08:21:28,,0,-bl7hph
228,Kde se natáčel film Pulp Fiction?,New York,Los Angeles,Paříž,1,,,adult,normal,2025-12-28 08:21:28,,0,21dgrd
229,Kdy se stal první kosmonaut?,1961,1960,1962,0,,,adult,normal,2025-12-28 08:21:28,,0,j3i7tc
230,Jaké zvíře je známé pro svoji schopnost měnit barvu?,Chameleon,Želva,Had,0,,,adult,normal,2025-12-28 08:22:41,,0,faupn4
231,Který architekt navrhl slavnou budovu Guggenheim Museum?,Le Corbusier,Frank Lloyd Wright,Mies van der Rohe,1,,,adult,normal,2025-12-28 08:22:41,,0,dnjzc9
232,Který závodník vyhrál první Grand Prix F1 v roce 1950?,Juan Manuel Fangio,Giuseppe Farina,Alberto Ascari,1,,,adult,normal,2025-12-28 08:22:41,2025-12-29 09:15:12,1,pkycno
233,V jakém roce vypukla první světová válka?,1913,1914,1915,1,,,adult,normal,2025-12-28 08:22:41,,0,kutdl
234,Která společnost zkrachovala v roce 2008 kvůli finanční krizi?,Enron,WorldCom,Lehman Brothers,2,,,adult,normal,2025-12-28 08:22:41,,0,-c6k2dk
235,Jaký je nejpoužívanější jazyk na světě?,Angličtina,Čínština,Španělština,0,,,adult,normal,2025-12-28 08:22:41,,0,-qg0klf
236,Který hudebník vydal album 'Thriller'?,Prince,Elvis Presley,Michael Jackson,2,,,adult,normal,2025-12-28 08:22:41,,0,kvwnhz
237,Mezi kterými dvěma velmocemi proběhla studená válka?,Německo a Francie,USA a SSSR,Čína a Japonsko,1,,,adult,normal,2025-12-28 08:22:41,,0,-36cr8
238,Který hudebník spolupracoval s Daft Punk na albu 'Random Access Memories'?,Pharrell Williams,Kanye West,Jay-Z,0,,,adult,normal,2025-12-28 08:22:41,,0,-bgb9wo
239,Která spisovatelka napsala román 'Pride a předsudky'?,Charlotte Brontë,Jane Austen,Emily Dickinson,1,,,adult,normal,2025-12-28 08:22:41,,0,6tvb1m
240,Jaký film je považován za první filmový blockbuster?,Star Wars,Jaws,E.T.,1,,,adult,normal,2025-12-28 08:22:41,,0,9tzhga
243,Který básník napsal báseň 'The Road Not Taken'?,Robert Frost,Emily Dickinson,Walt Whitman,0,,,adult,normal,2025-12-28 08:23:55,,0,-isejrp
244,Který hudebník vyhrál nejvíce cen Grammy?,Taylor Swift,Kanye West,Beyoncé,2,,,adult,normal,2025-12-28 08:23:55,,0,-pmz67v
245,Která postava je hlavní v románu '1984'?,Winston Smith,Julia,Big Brother,0,,,adult,normal,2025-12-28 08:23:55,2025-12-28 23:28:47,1,-jvzcmj
247,Kdy se konal první ročník festivalu Coachella?,2000,1999,2001,1,,,adult,normal,2025-12-28 08:25:15,,0,-ges1hh
248,V kterém roce vypukla francouzská revoluce?,1790,1788,1789,2,,,adult,normal,2025-12-28 08:25:15,2025-12-29 19:00:46,1,wuqwla
249,Která řeka protéká městem Petrohrad?,Volha,Don,Něva,2,,,adult,normal,2025-12-28 08:25:15,,0,-q9wy0h
250,Kdy byla vydána první verze systému Windows?,1987,1983,1985,2,,,adult,normal,2025-12-28 08:25:15,,0,-8kdjyh
252,"Jak se jmenuje největší-savec, který žije v Africe?",Slon,Hroch,Gepard,0,,,adult,normal,2025-12-28 08:25:15,,0,rzi642
253,Kdo vyhrál cenu Grammy za album roku v roce 2022?,Jon Batiste,Billie Eilish,Taylor Swift,0,,,adult,normal,2025-12-28 08:25:15,,0,rh91gh
256,Která firma je největším producentem čipů na světě?,TSMC,Intel,Samsung,0,,,adult,normal,2025-12-28 08:25:15,,0,4frjsh
257,Které pohoří prochází Francií a Španělskem?,Alpy,Pyreneje,Karpatské pohoří,1,,,adult,normal,2025-12-28 08:25:15,,0,-l388fi
258,Kdy byla založena burza v New Yorku?,1790,1792,1795,1,,,adult,normal,2025-12-28 08:25:15,,0,-vfj5op
259,Kdo vedl armádu v bitvě u Gaugamely?,Alexander Veliký,Darius III.,Hannibal,0,,,adult,normal,2025-12-28 08:25:15,,0,2x320x
260,Kdo je autorem teorie relativity?,Galileo Galilei,Isaac Newton,Albert Einstein,2,,,adult,normal,2025-12-28 08:25:15,,0,pgztz1
261,Která socha je symbolem města Rio de Janeiro?,Ježíš Kristus,Kristus Spasitel,Socha svobody,1,,,adult,normal,2025-12-28 08:25:15,,0,-b4x2um
262,Které pravidlo stanovuje délku zápasu v ragby?,90 minut,100 minut,80 minut,2,,,adult,normal,2025-12-28 08:25:15,,0,r3or77
501,Jaký literární žánr je charakteristický pro autora J.R.R. Tolkiena?,Román,Sci-fi,Fantasy,2,,,adult,normal,2025-12-28 09:51:09,,0,-kvmagt
502,Kdo napsal báseň Mahábhárata?,Homér,Ovidius,Vyása,2,,,adult,normal,2025-12-28 09:51:09,,0,48tlr
504,Jaký stadion je domovem fotbalového klubu Manchester United?,Wembley,Old Trafford,Emirates,1,,,adult,normal,2025-12-28 09:51:09,,0,4wzf6x
506,Jaký je název symbiotického vztahu mezi korálem a fotosyntetickými řasami?,Komensalismus,Parazitismus,Mutualismus,2,,,adult,normal,2025-12-28 09:51:09,,0,-shqusf
507,Jaký umělec je známý pro své street art ?,Banksy,Picasso,Warhol,0,,,adult,normal,2025-12-28 09:51:09,,0,-s21hwp
508,Jaký hudební umělec prodal nejvíce alb?,The Beatles,Michael Jackson,Elvis Presley,0,,,adult,normal,2025-12-28 09:51:09,,0,nqh12h
509,Jaká společnost zkrachovala v roce 2001?,WorldCom,Enron,Lehman Brothers,1,,,adult,normal,2025-12-28 09:51:09,,0,cnpfxn
510,Jaká společnost dosáhla nejvyšší tržní hodnoty?,Microsoft,Apple,Amazon,1,,,adult,normal,2025-12-28 09:51:09,,0,-2k0rht
511,Který autor napsal knihu 1984?,Aldous Huxley,George Orwell,Joseph Heller,1,,,adult,normal,2025-12-28 09:51:09,,0,kbjz33
512,"Jaký je název fyzikálního jevu, kdy se rychle pohybující objekt zdánlivě zkracuje?",Dilatace času,Kontrakce délky,Relativistické zrychlení,1,,,adult,normal,2025-12-28 09:51:09,,0,-sl7v4m
514,V jakém roce skončila druhá světová válka?,1945,1944,1946,0,,,adult,normal,2025-12-28 09:52:22,,0,-72wry
515,Kdo vyhrál nejvíce cen Grammy?,Taylor Swift,Beyoncé,Kanye West,1,,,adult,normal,2025-12-28 09:52:22,,0,-l03nwg
516,Jaké je hlavní město Austrálie?,Canberra,Sydney,Melbourne,0,,,adult,normal,2025-12-28 09:52:22,,0,ccvlvq
517,Co bylo příčinou havárie raketoplánu Challenger?,Nízká teplota,Selhání motoru,Porucha počítače,0,,,adult,normal,2025-12-28 09:52:22,,0,vbn440
518,Kdo namaloval obraz Slunečnice?,Monet,Picasso,Van Gogh,2,,,adult,normal,2025-12-28 09:52:22,,0,x84kka
519,Odkud pochází pokrm pizza?,Itálie,Řecko,Turecko,0,,,adult,normal,2025-12-28 09:52:22,,0,-9wck7
520,Kdo objevil teorii relativity?,Galileo,Newton,Einstein,2,,,adult,normal,2025-12-28 09:52:22,,0,44n1se
521,Kdo získal Nobelovu cenu za literaturu v roce 2020?,Louise Glück,Olga Tokarczuk,Peter Handke,0,,,adult,normal,2025-12-28 09:52:22,,0,66psy5
522,Kde se nachází nejhlubší místo na Zemi?,Grand Canyon,Everest,Mariánská příkop,2,,,adult,normal,2025-12-28 09:52:22,,0,r1vn8y
523,Kdo režíroval film Pulp Fiction?,Martin Scorsese,Steven Spielberg,Quentin Tarantino,2,,,adult,normal,2025-12-28 09:54:25,,0,hcmsl8
524,"Jaký je název hudebního nástroje, který hraje pomocí úst?",Harmonika,Kytara,Housle,0,,,adult,normal,2025-12-28 09:54:25,,0,pkysia
525,Která bitva se odehrála 18. června 1815?,Bitev u Borodina,Bitev u Waterloo,Bitev u Gettysburgu,1,,,adult,normal,2025-12-28 09:54:25,,0,jnj55i
526,Jaký je název tradičního japonského pokrmu z rýže a ryb?,Ramen,Udon,Sushi,2,,,adult,normal,2025-12-28 09:54:25,,0,-mqfwj5
527,Jaký je název velkého korálového útesu v Austrálii?,Velký bariérový útes,Malý bariérový útes,Korálový útes,0,,,adult,normal,2025-12-28 09:54:25,,0,-k5uafl
528,Kdo napsal knihu 'Pride a předsudky'?,Charles Dickens,Emily Brontë,Jane Austen,2,,,adult,normal,2025-12-28 09:54:25,,0,qe6jrz
529,Kdo byl nejznámějším mecenášem umění v 15. století?,Lorenzo de Medici,Leonardo da Vinci,Michelangelo,0,,,adult,normal,2025-12-28 09:54:25,,0,-3q8dvg
530,Kdo je nejznámější hráč v historii basketbalu?,Kobe Bryant,Michael Jordan,LeBron James,1,,,adult,normal,2025-12-28 09:54:25,,0,-q7q3av
532,Kdo napsal knihu 'Hrabě Monte Cristo'?,Victor Hugo,Alexandre Dumas,Gustave Flaubert,1,,,adult,normal,2025-12-28 09:54:25,,0,-ysqe0m
533,Který tým vyhrál nejvíce mistrovství světa v kopané?,Brazílie,Německo,Itálie,0,,,adult,normal,2025-12-28 09:54:25,,0,7vyxqj
534,Kdo režíroval filmovou adaptaci knihy 'Pán prstenů'?,Steven Spielberg,Peter Jackson,George Lucas,1,,,adult,normal,2025-12-28 09:54:25,,0,-7za8qi
535,Kdo napsal román Dvacet tisíc mil pod mořem?,H.G. Wells,Arthur Conan Doyle,Jules Verne,2,,,adult,normal,2025-12-28 09:55:32,,0,-b0n5z1
536,Kdo formuloval teorii relativity?,Albert Einstein,Isaac Newton,Galileo Galilei,0,,,adult,normal,2025-12-28 09:55:32,,0,gp0f40
537,Kdo napsal román To Kill a Mockingbird?,Jane Austen,F. Scott Fitzgerald,Harper Lee,2,,,adult,normal,2025-12-28 09:55:32,,0,-3mnga5
539,Kde se nachází stadion Camp Nou?,Barcelona,Madrid,Londýn,0,,,adult,normal,2025-12-28 09:55:32,,0,-7lgn0u
540,Kdo vynalezl první prakticky použitelný žárovku?,Thomas Edison,Nikola Tesla,Alexander Graham Bell,0,,,adult,normal,2025-12-28 09:55:32,,0,-cl18bo
541,Kdo napsal báseň The Road Not Taken?,Robert Frost,Emily Dickinson,Edgar Allan Poe,0,,,adult,normal,2025-12-28 09:55:32,,0,-k2cdp5
542,Kdo je známý jako rival Eltona Johna?,David Bowie,Bernie Taupin,Freddie Mercury,2,,,adult,normal,2025-12-28 09:55:32,,0,-91oh7t
544,Kdo vedl válku proti Napoleonovi?,Duke of Wellington,Winston Churchill,Abraham Lincoln,0,,,adult,normal,2025-12-28 09:55:32,,0,qfsqwh
546,Ve kterém městě se nachází Eiffelova věž?,Paříž,Londýn,Berlín,0,,,adult,normal,2025-12-28 09:56:59,,0,ozzvhl
548,Kdo napsal slavný citát 'To be or not to be'?,Jane Austen,Charles Dickens,William Shakespeare,2,,,adult,normal,2025-12-28 09:56:59,,0,-yr8sva
550,Jaký je největší ostrov na světě?,Nový Zéland,Grónsko,Velká Británie,1,,,adult,normal,2025-12-28 09:56:59,,0,-3w42vy
551,Jaké zvíře je známé pro svou schopnost měnit barvu?,Chameleon,Želva,Krokodýl,0,,,adult,normal,2025-12-28 09:56:59,,0,o8wgve
552,Kdo napsal bestseller 'Pán prstenů'?,George R.R. Martin,J.K. Rowling,J.R.R. Tolkien,2,,,adult,normal,2025-12-28 09:56:59,,0,8e6bvm
553,Jaký je hlavní ekonomický sektor v Japonsku?,Služby,Průmysl,Zemědělství,0,,,adult,normal,2025-12-28 09:56:59,,0,-lhca3y
554,Který národní tým vyhrál mistrství světa v roce 2018?,Francie,Německo,Brazílie,0,,,adult,normal,2025-12-28 09:56:59,,0,-5txsfb
555,Kdo napsal kontroverzní knihu 'Lolita'?,Fjodor Dostojevskij,Leo Tolstoj,Vladimir Nabokov,2,,,adult,normal,2025-12-28 09:56:59,,0,-smkjzx
556,Kdo měl vážnou nehodu při Grand Prix v roce 1976?,James Hunt,Niki Lauda,Mario Andretti,1,,,adult,normal,2025-12-28 09:56:59,,0,-q6qpg8
557,Kdo spolupracoval s Michael Jacksonem na písni 'Say Say Say'?,Stevie Wonder,Paul McCartney,Quincy Jones,1,,,adult,normal,2025-12-28 09:56:59,2025-12-29 18:59:23,1,p4hebh
558,Kdo navrhl technický prvek 'paddle-shift'?,Ferrari,McLaren,Williams,0,,,adult,normal,2025-12-28 09:56:59,2025-12-29 17:57:10,1,-6sfz32
559,Kdo napsal knihu 'Hunger Games'?,Suzanne Collins,Veronica Roth,Stephenie Meyer,0,,,adult,normal,2025-12-28 09:56:59,,0,-q6lx2i
561,Kdo vydal album 'Sgt. Pepper's Lonely Hearts Club Band'?,The Beatles,The Rolling Stones,The Who,0,,,adult,normal,2025-12-28 09:56:59,,0,-8qqshj
562,Kdo namaloval obraz 'Stvoření Adama'?,Leonardo da Vinci,Michelangelo,Rafael,1,,,adult,normal,2025-12-28 09:56:59,,0,s0290k
563,Který stadion je domovem týmu Manchester United?,Old Trafford,Anfield,Emirates,0,,,adult,normal,2025-12-28 09:58:21,,0,-qicssq
565,Který stát má nejdelší pobřeží?,USA,Kanada,Rusko,1,,,adult,normal,2025-12-28 09:58:21,,0,h73lj1
566,Který architekt navrhl památník Taj Mahal?,Mughal,Ottoman,Ustad Ahmad Lahori,2,,,adult,normal,2025-12-28 09:58:21,,0,2ojsf8
567,Kdo napsal knihu Malý princ?,Antoine de Saint-Exupéry,Jules Verne,Victor Hugo,0,,,adult,normal,2025-12-28 09:58:21,,0,-1qi3z6
568,Který hudební umělec prodal nejvíce alb?,Michael Jackson,Elton John,The Beatles,2,,,adult,normal,2025-12-28 09:58:21,,0,-23m2hh
569,Kdo vyhrál první kosmický závod?,USA,SSSR,Evropa,1,,,adult,normal,2025-12-28 09:58:21,,0,-yjnbtf
571,Který obraz je považován za nejznámější dílo Leonarda da Vinciho?,Mona Lisa,Poslední večeře,Sfumato,0,,,adult,normal,2025-12-28 09:58:21,,0,-j1qawb
572,Kdo napsal knihu Pride a Prejudice?,Jane Austen,Charles Dickens,Emily Bronte,0,,,adult,normal,2025-12-28 09:59:44,,0,-8az2fa
573,V kterém roce vypukla první světová válka?,1915,1913,1914,2,,,adult,normal,2025-12-28 09:59:44,,0,-yrn61p
574,Kdo drží rekord v počtu závodních vítězství v F1?,Lewis Hamilton,Sebastian Vettel,Fernando Alonso,0,,,adult,normal,2025-12-28 09:59:44,,0,-khoala
575,Kdo byl prvním prezidentem Spojených států amerických?,Thomas Jefferson,Abraham Lincoln,George Washington,2,,,adult,normal,2025-12-28 09:59:44,,0,-2kgto3
576,V kterém roce proběhla Francouzská revoluce?,1788,1789,1790,1,,,adult,normal,2025-12-28 09:59:44,2025-12-28 23:30:28,1,-qziz8r
577,"Kdo byl prvním člověkem, který vystoupil na Měsíc?",Neil Armstrong,Buzz Aldrin,Pete Conrad,0,,,adult,normal,2025-12-28 09:59:44,,0,-988l8z
578,Kdo je autorem básnické sbírky Leaves of Grass?,Emily Dickinson,Robert Frost,Walt Whitman,2,,,adult,normal,2025-12-28 09:59:44,,0,-t1koom
580,Který tým vyhrál nejvíce titulů v Formuli 1?,Ferrari,McLaren,Williams,0,,,adult,normal,2025-12-28 10:01:20,,0,-lgh0v
583,Jak se tradičně připravuje sushi?,Rýží,Sýrem,Masem,0,,,adult,normal,2025-12-28 10:01:20,,0,-75212h
586,Která firma koupila firmu Instagram?,Facebook,Google,Microsoft,0,,,adult,normal,2025-12-28 10:01:20,,0,-vjxd6a
587,Kdo byl známý pro svůj podíl na objevu Ameriky?,Kryštof Kolumbus,Vasco da Gama,Ferdinand Magellan,0,,,adult,normal,2025-12-28 10:01:20,,0,-nl8g1j
588,Které nakladatelství vydalo knihu Harry Potter?,Bloomsbury,Penguin,HarperCollins,0,,,adult,normal,2025-12-28 10:01:20,,0,9xdnwl
589,Které album je nejprodávanější v historii?,Back in Black,Dark Side of the Moon,Thriller,2,,,adult,normal,2025-12-28 10:01:20,,0,w3xtol
590,Které jezero je největší na světě?,Velké jezero medvědí,Kaspické moře,Hooverovo jezero,1,,,adult,normal,2025-12-28 10:01:20,,0,xvxpm7
592,Který architekt navrhoval chrám Sagrada Família?,Frank Lloyd Wright,Antoni Gaudí,Le Corbusier,1,,,adult,normal,2025-12-28 10:01:20,,0,bw8q7a
594,Jak se jmenuje hlavní město Rakouska?,Vídeň,Štýrský Hradec,Linz,0,,,adult,normal,2025-12-28 10:01:20,,0,-teijup
595,Jaký je název tradičního japonského dezertu?,Sushi,Ramen,Mochi,2,,,adult,normal,2025-12-28 10:02:42,,0,95myxs
599,"Kdo napsal slavný citát 'Byť či nebyt, to je otázka'?",Jane Austen,Charles Dickens,William Shakespeare,2,,,adult,normal,2025-12-28 10:02:42,,0,-dzlq68
600,Odkud pochází tradiční italský pokrm?,Itálie,Španělsko,Řecko,0,,,adult,normal,2025-12-28 10:02:42,,0,ifue81
601,Který historický moment je spojen s prvním závodem Formule 1?,1960,1970,1950,2,,,adult,normal,2025-12-28 10:02:42,,0,i6lk6p
602,Která kapela je nejznámější pro hit 'Stairway to Heaven'?,Pink Floyd,Queen,Led Zeppelin,2,,,adult,normal,2025-12-28 10:04:01,,0,stoayt
603,Které město bylo hlavním městem Československa po válce?,Bratislava,Praha,Košice,1,,,adult,normal,2025-12-28 10:04:01,,0,-gb7cn4
604,"Kdo je známý designér, který vytvořil ikonickou židli 'Barcelona'?",Le Corbusier,Ludwig Mies van der Rohe,Eero Saarinen,1,,,adult,normal,2025-12-28 10:04:01,,0,-bw9la7
605,Který obraz byl ukraden z muzea Louvre v roce 1911?,Sfinga,Mona Lisa,Venus de Milo,1,,,adult,normal,2025-12-28 10:04:01,,0,-dscl6i
606,Který šéfkuchař má nejvíce michelinských hvězd?,Gordon Ramsay,Thomas Keller,Joël Robuchon,2,,,adult,normal,2025-12-28 10:04:01,,0,-yc67iw
607,Která společnost koupila společnost WhatsApp?,Google,Microsoft,Facebook,2,,,adult,normal,2025-12-28 10:04:01,,0,-xe9xmq
608,Které dva týmy mají nejznámější rivalitu v anglickém fotbalu?,Manchester United a Liverpool,Chelsea a Arsenal,Tottenham a West Ham,0,,,adult,normal,2025-12-28 10:04:01,,0,-1j22i3
609,Který filmový režisér natácel film 'Jaws'?,Steven Spielberg,Martin Scorsese,Francis Ford Coppola,0,,,adult,normal,2025-12-28 10:04:01,,0,ug7n18
611,Která společnost vyrábí světoznámou značku 'iPad'?,Samsung,Microsoft,Apple,2,,,adult,normal,2025-12-28 10:04:01,2025-12-28 23:28:47,1,3oqizo
612,"Který spisovatel napsal slavný citát 'To be, or not to be'?",Jane Austen,Charles Dickens,William Shakespeare,2,,,adult,normal,2025-12-28 10:04:01,,0,-v6by81
613,Který architekt navrhl budovu 'Guggenheim Museum'?,Ludwig Mies van der Rohe,Frank Gehry,Frank Lloyd Wright,2,,,adult,normal,2025-12-28 10:04:01,2025-12-29 19:37:09,1,gqgx1t
614,Kdo byl prvním prezidentem Československa?,Edvard Beneš,Tomáš Masaryk,Václav Havel,1,,,adult,normal,2025-12-28 10:05:34,,0,-676rb4
615,Ve kterém městě se nachází památka Taj Mahal?,Dillí,Ágra,Mumbai,1,,,adult,normal,2025-12-28 10:05:34,,0,-5jcr0d
616,Jaké zvíře je největším suchozemským.savcem?,Slon,Hroch,Nosorožec,0,,,adult,normal,2025-12-28 10:05:34,,0,-jxk1eq
617,Kdo vyhrál mistrovství světa F1 v roce 2022?,Charles Leclerc,Lewis Hamilton,Max Verstappen,2,,,adult,normal,2025-12-28 10:05:34,,0,-78zvuk
618,Který řidič drží rekord v počtu vyhraných závodů F1?,Michael Schumacher,Lewis Hamilton,Sebastian Vettel,1,,,adult,normal,2025-12-28 10:05:34,,0,9cloov
619,Jaký je oficiální jazyk Švédska?,Švédština,Norština,Dánština,0,,,adult,normal,2025-12-28 10:05:34,,0,clqasa
621,Kdo hrál roli Lukea Skywalkera ve filmu 'Star Wars'?,Mark Hamill,Harrison Ford,Carrie Fisher,0,,,adult,normal,2025-12-28 10:05:34,,0,hy6pdf
622,Kdo napsal knihu 'Pán prstenů'?,J.R.R. Tolkien,C.S. Lewis,George R.R. Martin,0,,,adult,normal,2025-12-28 10:05:34,,0,-8a43zr
623,Jak se jmenuje fotbalový stadion v Barceloně?,Santiago Bernabéu,Wembley,Camp Nou,2,,,adult,normal,2025-12-28 10:05:34,,0,8phw90
624,Která kultura je spojena s obdobím renesance?,Římská,Řecká,Italská,2,,,adult,normal,2025-12-28 10:05:34,,0,-1p1lxq
625,Která kapela nahrála album 'Sgt. Pepper's Lonely Hearts Club Band'?,The Rolling Stones,The Who,The Beatles,2,,,adult,normal,2025-12-28 10:05:34,,0,k3e045
627,Která organizace se zasazuje o ochranu pandy?,UNICEF,Greenpeace,WWF,2,,,adult,normal,2025-12-28 10:12:13,,0,-mshm3s
629,Jaké zvíře je národním zvířetem Austrálie?,Kočka,Pes,Kangaroo,2,,,adult,normal,2025-12-28 10:12:13,,0,-tjxox8
632,Která filmová dvojice hrála v seriálu Přátelé?,Jennifer Aniston a Brad Pitt,Courteney Cox a Matthew Perry,Lisa Kudrow a Matt LeBlanc,1,,,adult,normal,2025-12-28 10:12:13,,0,ssh1nn
633,Kdo je známý street artista?,Picasso,Banksy,Van Gogh,1,,,adult,normal,2025-12-28 10:12:13,,0,l0h358
634,Kdo namaloval obraz Zrození Venuše?,Leonardo da Vinci,Michelangelo,Sandro Botticelli,2,,,adult,normal,2025-12-28 10:12:13,,0,z7vxgn
635,Kdo napsal knihu Pán prstenů?,J.K. Rowling,George R.R. Martin,J.R.R. Tolkien,2,,,adult,normal,2025-12-28 10:12:13,,0,-xxifza
